title,beds_baths,pricing,address,zip_code,url,scraped_at
"1107 Broadway, San Francisco, CA 94109",3 Beds,"$18,984","1107 Broadway, San Francisco, CA 94109",94109,https://www.apartments.com/1107-broadway-si-id1309749p-san-francisco-ca-unit-si-id1309749p/hgjzq31/,2026-04-12 05:59:05 UTC
"218 Monterey Blvd, San Francisco, CA 94131",2 Beds,"$3,880","218 Monterey Blvd, San Francisco, CA 94131",94131,https://www.apartments.com/218-monterey-blvd-san-francisco-ca/991vfs6/,2026-04-12 05:59:12 UTC
"640 Broadway, San Francisco, CA 94133",1 Bed,"$1,500","640 Broadway, San Francisco, CA 94133",94133,https://www.apartments.com/640-broadway-san-francisco-ca-unit-1/ektymwm/,2026-04-12 06:04:34 UTC
"2216 18th Ave, San Francisco, CA 94116",4 Beds,"$15,702","2216 18th Ave, San Francisco, CA 94116",94116,https://www.apartments.com/2216-18th-ave-san-francisco-ca-unit-si-id1369226p/g6p875y/,2026-04-12 06:04:40 UTC
"1494 19th Ave, San Francisco, CA 94122",1 Bed,"$1,450","1494 19th Ave, San Francisco, CA 94122",94122,https://www.apartments.com/1494-19th-ave-san-francisco-ca/7t8nj1w/,2026-04-12 06:04:46 UTC
"400 Clementina St, San Francisco, CA 94103",2 Beds,"$5,000","400 Clementina St, San Francisco, CA 94103",94103,https://www.apartments.com/400-clementina-st-san-francisco-ca-unit-si-fl7-id332/3v3k83f/,2026-04-12 06:04:56 UTC
"340 Fremont St, San Francisco, CA 94105",Studio,"$4,120","340 Fremont St, San Francisco, CA 94105",94105,https://www.apartments.com/340-fremont-st-san-francisco-ca-unit-si-fl6-id240/1mzhzb4/,2026-04-12 06:05:02 UTC
"1285 Sutter St, San Francisco, CA 94109",2 Beds,"$6,030","1285 Sutter St, San Francisco, CA 94109",94109,https://www.apartments.com/1285-sutter-st-san-francisco-ca-unit-si-fl10-id183/3yqkeve/,2026-04-12 06:05:11 UTC
"8 10th St, San Francisco, CA 94103",Studio,"$3,640","8 10th St, San Francisco, CA 94103",94103,https://www.apartments.com/8-10th-st-san-francisco-ca-unit-si-fl8-id351/wglqmel/,2026-04-12 06:05:17 UTC
"340 Fremont St, San Francisco, CA 94105",Studio,"$4,040","340 Fremont St, San Francisco, CA 94105",94105,https://www.apartments.com/340-fremont-st-san-francisco-ca-unit-si-fl7-id239/cfcsj2e/,2026-04-12 06:05:23 UTC
"39 Tehama St, San Francisco, CA 94105",2 Beds,"$5,400","39 Tehama St, San Francisco, CA 94105",94105,https://www.apartments.com/39-tehama-st-san-francisco-ca-unit-si-fl8-id215/zq4jqrw/,2026-04-12 06:05:27 UTC
"501 Delancey St, San Francisco, CA 94107",1 Bed,"$3,940","501 Delancey St, San Francisco, CA 94107",94107,https://www.apartments.com/501-delancey-st-san-francisco-ca-unit-si-fl2-id182/evp33nq/,2026-04-12 06:05:33 UTC
"690 Long Bridge St, San Francisco, CA 94158",1 Bed,"$6,070","690 Long Bridge St, San Francisco, CA 94158",94158,https://www.apartments.com/690-long-bridge-st-san-francisco-ca-unit-si-fl3-id25/5szc13p/,2026-04-12 06:05:39 UTC
"39 Tehama St, San Francisco, CA 94105",1 Bed,"$5,540","39 Tehama St, San Francisco, CA 94105",94105,https://www.apartments.com/39-tehama-st-san-francisco-ca-unit-si-fl10-id238/9bk72f7/,2026-04-12 06:05:45 UTC
"899 Pine St, San Francisco, CA 94108",1 Bed,"$5,190","899 Pine St, San Francisco, CA 94108",94108,https://www.apartments.com/899-pine-st-san-francisco-ca-unit-si-fl13-id85/t2ngjfb/,2026-04-12 06:05:51 UTC
"2 Townsend St, San Francisco, CA 94107",2 Beds,"$8,040","2 Townsend St, San Francisco, CA 94107",94107,https://www.apartments.com/2-townsend-st-san-francisco-ca-unit-si-fl8-id29/sknr9c6/,2026-04-12 06:05:54 UTC
"240 Lombard St, San Francisco, CA 94111",1 Bed,"$4,430","240 Lombard St, San Francisco, CA 94111",94111,https://www.apartments.com/240-lombard-st-san-francisco-ca-unit-si-fl9-id74/0x9v6g2/,2026-04-12 06:06:00 UTC
"240 Lombard St, San Francisco, CA 94111",Studio,"$3,990","240 Lombard St, San Francisco, CA 94111",94111,https://www.apartments.com/240-lombard-st-san-francisco-ca-unit-si-fl3-id38/bkmjj08/,2026-04-12 06:06:09 UTC
"246 Ritch St, San Francisco, CA 94107",Studio,"$3,000","246 Ritch St, San Francisco, CA 94107",94107,https://www.apartments.com/246-ritch-st-san-francisco-ca-unit-si-fl4-id31/63jxhxr/,2026-04-12 06:06:16 UTC
"2 Bayside Village Pl, San Francisco, CA 94107",Studio,"$3,140","2 Bayside Village Pl, San Francisco, CA 94107",94107,https://www.apartments.com/2-bayside-village-pl-san-francisco-ca-unit-si-fl4-id96/z9syt1z/,2026-04-12 06:06:19 UTC
"388 Beale St, San Francisco, CA 94105",1 Bed,"$4,960","388 Beale St, San Francisco, CA 94105",94105,https://www.apartments.com/388-beale-st-san-francisco-ca-unit-si-fl8-id56/8y4l513/,2026-04-12 06:06:25 UTC
"4 Bayside Village Pl, San Francisco, CA 94107",Studio,"$3,150","4 Bayside Village Pl, San Francisco, CA 94107",94107,https://www.apartments.com/4-bayside-village-pl-san-francisco-ca-unit-si-fl4-id90/web766k/,2026-04-12 06:06:31 UTC
"2232 North Point St, San Francisco, CA 94123",2 Beds,"$5,240","2232 North Point St, San Francisco, CA 94123",94123,https://www.apartments.com/2232-north-point-st-san-francisco-ca-unit-si-fl1-id129/d9rq2bj/,2026-04-12 06:06:37 UTC
"246 Ritch St, San Francisco, CA 94107",Studio,"$3,660","246 Ritch St, San Francisco, CA 94107",94107,https://www.apartments.com/246-ritch-st-san-francisco-ca-unit-si-fl3-id167/x4ewgrm/,2026-04-12 06:06:43 UTC
"2290 Stockton St, San Francisco, CA 94133",1 Bed,"$3,530","2290 Stockton St, San Francisco, CA 94133",94133,https://www.apartments.com/2290-stockton-st-san-francisco-ca-unit-si-fl4-id233/c3dd41g/,2026-04-12 06:06:47 UTC
"1285 Sutter St, San Francisco, CA 94109",2 Beds,"$6,200","1285 Sutter St, San Francisco, CA 94109",94109,https://www.apartments.com/1285-sutter-st-san-francisco-ca-unit-si-fl5-id283/xtbtnqq/,2026-04-12 06:06:59 UTC
"2 Bayside Village Pl, San Francisco, CA 94107",2 Beds,"$5,220","2 Bayside Village Pl, San Francisco, CA 94107",94107,https://www.apartments.com/2-bayside-village-pl-san-francisco-ca-unit-si-fl2-id321/wk91xjj/,2026-04-12 06:07:05 UTC
"8 10th St, San Francisco, CA 94103",2 Beds,"$6,890","8 10th St, San Francisco, CA 94103",94103,https://www.apartments.com/8-10th-st-san-francisco-ca-unit-si-fl32-id349/82cnxy1/,2026-04-12 06:07:11 UTC
"8 10th St, San Francisco, CA 94103",1 Bed,"$5,270","8 10th St, San Francisco, CA 94103",94103,https://www.apartments.com/8-10th-st-san-francisco-ca-unit-si-fl17-id403/jfvpjk4/,2026-04-12 06:07:14 UTC
"8 10th St, San Francisco, CA 94103",1 Bed,"$4,900","8 10th St, San Francisco, CA 94103",94103,https://www.apartments.com/8-10th-st-san-francisco-ca-unit-si-fl6-id405/dlgjw5j/,2026-04-12 06:07:20 UTC
"100 Van Ness Ave, San Francisco, CA 94102",2 Beds,"$7,250","100 Van Ness Ave, San Francisco, CA 94102",94102,https://www.apartments.com/100-van-ness-ave-san-francisco-ca-unit-si-fl3-id1479/2myfx9b/,2026-04-12 06:25:08 UTC
"601 4th St, San Francisco, CA 94107",1 Bed,"$5,910","601 4th St, San Francisco, CA 94107",94107,https://www.apartments.com/601-4th-st-san-francisco-ca-unit-si-fl1-id1523/y9wwyev/,2026-04-12 06:25:14 UTC
"650 2nd St, San Francisco, CA 94107",1 Bed,"$6,620","650 2nd St, San Francisco, CA 94107",94107,https://www.apartments.com/650-2nd-st-san-francisco-ca-unit-si-fl4-id1582/sglgmj7/,2026-04-12 06:26:18 UTC
"429 14th St, San Francisco, CA 94103",1 Bed,"$3,190","429 14th St, San Francisco, CA 94103",94103,https://www.apartments.com/429-14th-st-san-francisco-ca-unit-si-fl3-id1621/zzmmqpw/,2026-04-12 06:26:21 UTC
"355 Berry St, San Francisco, CA 94158",2 Beds,"$6,820","355 Berry St, San Francisco, CA 94158",94158,https://www.apartments.com/355-berry-st-san-francisco-ca-unit-si-fl4-id826/lypewfe/,2026-04-12 06:26:27 UTC
"140 S Van Ness Ave, San Francisco, CA 94103",2 Beds,"$5,970","140 S Van Ness Ave, San Francisco, CA 94103",94103,https://www.apartments.com/140-s-van-ness-ave-san-francisco-ca-unit-si-fl10-id1679/jtlbte4/,2026-04-12 06:26:33 UTC
"722 Palmetto Ave, San Francisco, CA 94132",1 Bed,"$2,050","722 Palmetto Ave, San Francisco, CA 94132",94132,https://www.apartments.com/722-palmetto-ave-san-francisco-ca/2ehr7gc/,2026-04-12 06:26:39 UTC
"30 Otis St, San Francisco, CA 94103",1 Bed,"$4,800","30 Otis St, San Francisco, CA 94103",94103,https://www.apartments.com/30-otis-st-san-francisco-ca-unit-si-fl9-id1716/80prws2/,2026-04-12 06:26:45 UTC
"18 10th St, San Francisco, CA 94103",1 Bed,"$5,460","18 10th St, San Francisco, CA 94103",94103,https://www.apartments.com/18-10th-st-san-francisco-ca-unit-si-fl9-id278482p/h642tk2/,2026-04-12 06:27:01 UTC
"1155 Jones St, San Francisco, CA 94109",Studio,"$4,316","1155 Jones St, San Francisco, CA 94109",94109,https://www.apartments.com/1155-jones-st-san-francisco-ca-unit-si-fl6-id379190p/04fkrf3/,2026-04-12 17:14:07 UTC
"100 Van Ness Ave, San Francisco, CA 94102",1 Bed,"$4,310","100 Van Ness Ave, San Francisco, CA 94102",94102,https://www.apartments.com/100-van-ness-ave-san-francisco-ca-unit-si-fl17-id1727/mt0662h/,2026-04-12 17:14:13 UTC
"696 De Haro St, San Francisco, CA 94103",3 Beds,"$5,470","696 De Haro St, San Francisco, CA 94103",94103,https://www.apartments.com/696-de-haro-st-san-francisco-ca/69bfzer/,2026-04-12 17:14:17 UTC
"1201 Sutter St, San Francisco, CA 94109",1 Bed,"$3,000","1201 Sutter St, San Francisco, CA 94109",94109,https://www.apartments.com/1201-sutter-st-san-francisco-ca-unit-si-fl2-id1741/495kewj/,2026-04-12 17:14:23 UTC
"185 Channel St, San Francisco, CA 94158",1 Bed,"$5,670","185 Channel St, San Francisco, CA 94158",94158,https://www.apartments.com/185-channel-st-san-francisco-ca-unit-si-fl6-id1759/cl5fcsd/,2026-04-12 17:14:29 UTC
"399 Fremont St, San Francisco, CA 94105",2 Beds,"$9,620","399 Fremont St, San Francisco, CA 94105",94105,https://www.apartments.com/399-fremont-st-san-francisco-ca-unit-si-fl18-id1795/47beg4k/,2026-04-12 17:14:35 UTC
"399 Fremont St, San Francisco, CA 94105",2 Beds,"$9,490","399 Fremont St, San Francisco, CA 94105",94105,https://www.apartments.com/399-fremont-st-san-francisco-ca-unit-si-fl10-id1796/2zbcz6b/,2026-04-12 17:14:41 UTC
"399 Fremont St, San Francisco, CA 94105",1 Bed,"$6,270","399 Fremont St, San Francisco, CA 94105",94105,https://www.apartments.com/399-fremont-st-san-francisco-ca-unit-si-fl7-id1805/jdykmp7/,2026-04-12 17:14:45 UTC
"858 Capp St, San Francisco, CA 94110",2 Beds,"$18,260","858 Capp St, San Francisco, CA 94110",94110,https://www.apartments.com/858-capp-st-san-francisco-ca-unit-si-fl0-id1794/k8rd1v9/,2026-04-12 17:14:51 UTC
"1 Bayside Village Pl, San Francisco, CA 94107",2 Beds,"$5,680","1 Bayside Village Pl, San Francisco, CA 94107",94107,https://www.apartments.com/1-bayside-village-pl-san-francisco-ca-unit-si-fl4-id1808/t401tqc/,2026-04-12 17:15:00 UTC
"185 Channel St, San Francisco, CA 94158",1 Bed,"$6,177","185 Channel St, San Francisco, CA 94158",94158,https://www.apartments.com/185-channel-st-san-francisco-ca-unit-si-fl6-id1053171p/e4t33sm/,2026-04-12 17:15:16 UTC
"355 Berry St, San Francisco, CA 94158",Studio,"$4,683","355 Berry St, San Francisco, CA 94158",94158,https://www.apartments.com/355-berry-st-san-francisco-ca-unit-si-fl4-id1224043p/5wgythq/,2026-04-12 17:15:28 UTC
"399 Fremont St, San Francisco, CA 94105",1 Bed,"$6,016","399 Fremont St, San Francisco, CA 94105",94105,https://www.apartments.com/399-fremont-st-san-francisco-ca-unit-si-fl12-id1245523p/er6kjsp/,2026-04-12 17:15:34 UTC
"1288 Howard St, San Francisco, CA 94103",1 Bed,"$4,400","1288 Howard St, San Francisco, CA 94103",94103,https://www.apartments.com/1288-howard-st-san-francisco-ca-unit-si-fl5-id1909/fr76rcs/,2026-04-12 17:15:43 UTC
"1 Brady St, San Francisco, CA 94103",1 Bed,"$6,210","1 Brady St, San Francisco, CA 94103",94103,https://www.apartments.com/1-brady-st-san-francisco-ca-unit-si-fl5-id1094329p/lcyw5ve/,2026-04-12 17:16:08 UTC
"670 5th St, San Francisco, CA 94107",1 Bed,"$7,543","670 5th St, San Francisco, CA 94107",94107,https://www.apartments.com/670-5th-st-san-francisco-ca-unit-si-id1328937p/wglw1fj/,2026-04-12 17:16:36 UTC
"101 Polk St, San Francisco, CA 94102",2 Beds,"$6,090","101 Polk St, San Francisco, CA 94102",94102,https://www.apartments.com/101-polk-st-san-francisco-ca-unit-si-fl6-id2103/qh9v1lx/,2026-04-12 17:16:42 UTC
"101 Polk St, San Francisco, CA 94102",2 Beds,"$6,440","101 Polk St, San Francisco, CA 94102",94102,https://www.apartments.com/101-polk-st-san-francisco-ca-unit-si-fl6-id2102/znwl4ey/,2026-04-12 17:16:48 UTC
"1288 Howard St, San Francisco, CA 94103",1 Bed,"$3,990","1288 Howard St, San Francisco, CA 94103",94103,https://www.apartments.com/1288-howard-st-san-francisco-ca-unit-si-fl5-id2120/c2k68cg/,2026-04-12 17:16:57 UTC
"524 37th Ave, San Francisco, CA 94121",1 Bed,"$2,200","524 37th Ave, San Francisco, CA 94121",94121,https://www.apartments.com/524-37th-ave-san-francisco-ca/k7l7l08/,2026-04-12 20:32:12 UTC
"732 16th Ave, San Francisco, CA 94118",1 Bed,"$1,275","732 16th Ave, San Francisco, CA 94118",94118,https://www.apartments.com/732-16th-ave-san-francisco-ca/jf33gn5/,2026-04-12 20:32:28 UTC
"1288 Howard St Unit PL FL5-ID2121 1288 Howard St, San Francisco, CA 94103",2 Beds,"$5,820","1288 Howard St, San Francisco, CA 94103",94103,https://www.apartments.com/1288-howard-st-san-francisco-ca-unit-pl-fl5-id2121/r1zgl80/,2026-04-15 16:54:35 UTC
"39 Tehama St Unit PL FL25-ID216 39 Tehama St, San Francisco, CA 94105",1 Bed,"$5,660","39 Tehama St, San Francisco, CA 94105",94105,https://www.apartments.com/39-tehama-st-san-francisco-ca-unit-pl-fl25-id216/k94gfx8/,2026-04-23 17:11:00 UTC
"1395 22nd St Unit PL FL7-ID2098 1395 22nd St, San Francisco, CA 94107",1 Bed,"$4,200","1395 22nd St, San Francisco, CA 94107",94107,https://www.apartments.com/1395-22nd-st-san-francisco-ca-unit-pl-fl7-id2098/dpb6c3j/,2026-04-23 17:11:03 UTC
"2 Townsend St Unit SI FL2-ID28 2 Townsend St, San Francisco, CA 94107",1 Bed,"$4,880","2 Townsend St, San Francisco, CA 94107",94107,https://www.apartments.com/2-townsend-st-san-francisco-ca-unit-si-fl2-id28/vsstt2g/,2026-04-23 17:44:32 UTC
"8 10th St Unit GO FL32-ID1406 8 10th St, San Francisco, CA 94103",2 Beds,"$7,390","8 10th St, San Francisco, CA 94103",94103,https://www.apartments.com/8-10th-st-san-francisco-ca-unit-go-fl32-id1406/25q41mb/,2026-04-23 17:44:47 UTC
"1395 22nd St Unit GO FL2-ID2099 1395 22nd St, San Francisco, CA 94107",1 Bed,"$4,650","1395 22nd St, San Francisco, CA 94107",94107,https://www.apartments.com/1395-22nd-st-san-francisco-ca-unit-go-fl2-id2099/nyb53gq/,2026-04-23 17:44:53 UTC
"1288 Howard St Unit GO FL5-ID2120 1288 Howard St, San Francisco, CA 94103",1 Bed,"$3,990","1288 Howard St, San Francisco, CA 94103",94103,https://www.apartments.com/1288-howard-st-san-francisco-ca-unit-go-fl5-id2120/c2k68cg/,2026-04-23 17:44:56 UTC
"899 Pine St Unit SI FL13-ID3 899 Pine St, San Francisco, CA 94108",1 Bed,"$5,370","899 Pine St, San Francisco, CA 94108",94108,https://www.apartments.com/899-pine-st-san-francisco-ca-unit-si-fl13-id3/dg0q4tl/,2026-04-23 17:45:02 UTC
"612 Oak St 612 Oak St, San Francisco, CA 94117",1 Bed,"$1,555","612 Oak St, San Francisco, CA 94117",94117,https://www.apartments.com/612-oak-st-san-francisco-ca/4yjlxtl/,2026-04-23 17:45:08 UTC
"2232 North Point St Unit SI FL2-ID210, San Francisco, CA 94123",2 Beds,"$6,580","2232 North Point St Unit SI FL2-ID210, San Francisco, CA 94123",94123,https://www.apartments.com/2232-north-point-st-san-francisco-ca-unit-si-fl2-id210/gld842z/,2026-04-23 17:45:14 UTC
The Franciscan Apartments Prime Marina One Block From Chestnut San Francisco Ca,1 Bed,"$5,000","2290 Francisco St, San Francisco, CA 94123",94123,https://www.apartments.com/the-franciscan-apartments-prime-marina-one-block-from-chestnut-san-francisco-ca/q64ex4y/,2026-04-23 17:46:32 UTC
Mission Bart Apartments Llc San Francisco Ca,2 Beds,"$2,995+","2834 Mission St, San Francisco, CA 94110",94110,https://www.apartments.com/mission-bart-apartments-llc-san-francisco-ca/pzm0r4t/,2026-04-23 18:10:38 UTC
"272 Clara St, San Francisco, CA 94107",1 Bed,"$5,080","272 Clara St, San Francisco, CA 94107",94107,https://www.apartments.com/272-clara-st-san-francisco-ca-unit-si-fl2-id455/7ldx8rx/,2026-04-23 18:12:30 UTC
"24 Franklin St, San Francisco, CA 94102",Studio,"$3,940","24 Franklin St, San Francisco, CA 94102",94102,https://www.apartments.com/24-franklin-st-san-francisco-ca-unit-si-fl7-id112/8en7q91/,2026-04-23 18:12:51 UTC
"1285 Sutter St, San Francisco, CA 94109",2 Beds,"$6,040","1285 Sutter St, San Francisco, CA 94109",94109,https://www.apartments.com/1285-sutter-st-san-francisco-ca-unit-si-fl9-id691/385pgcf/,2026-04-23 18:13:09 UTC
"1285 Sutter St, San Francisco, CA 94109",1 Bed,"$4,450","1285 Sutter St, San Francisco, CA 94109",94109,https://www.apartments.com/1285-sutter-st-san-francisco-ca-unit-si-fl7-id690/qzv28dw/,2026-04-23 18:13:15 UTC
