title,pricing,beds_baths,address,amenities,url,scraped_at
Cozy Studio in Historic Building – Steps from Downtown Action!,"$1,495",,tenderloin,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-studio-in-historic/7926540167.html,2026-04-12 05:22:44 UTC
1 BR unit just minutes away from Trader Joe's and Union Square!,"$3,195",,downtown / civic / van ness,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-unit-just-minutes-away/7925801571.html,2026-04-12 05:22:44 UTC
Single Occupancy Units near Polk Street's great restaurants & retail!,"$1,645",,nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-single-occupancy-units/7925801116.html,2026-04-12 05:22:44 UTC
Just blocks from iconic spots like Swan Oyster Depot & Huntington Park,"$1,645",,nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-just-blocks-from-iconic/7925794299.html,2026-04-12 05:22:44 UTC
Efficiency Units near UN Plaza and Civic Center! 1 MONTH FREE,"$1,195",,downtown / civic / van ness,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-efficiency-units-near-un/7924963718.html,2026-04-12 05:22:44 UTC
Charming Compact Living Space just Four blocks from Huntington Park!,"$1,645",,nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-compact-living/7921115812.html,2026-04-12 05:22:44 UTC
Remodeled 1BR Retreat | In-Unit Laundry | Quiet Nob Hill Location,"$3,695",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-1br-retreat-in/7925768076.html,2026-04-12 05:22:44 UTC
Corner 2 BR x 1 Bath Remodeled with Laundry in Unit,"$5,195",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-corner-br-1-bath/7925766505.html,2026-04-12 05:22:44 UTC
Top Floor Studio | Water & Trash Included | Small Pets OK,"$1,895",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-water/7925672396.html,2026-04-12 05:22:44 UTC
1715 Webster Street #106 – Garden Level 1BR in Pacific Heights,"$3,495",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1715-webster-street-106/7925672171.html,2026-04-12 05:22:44 UTC
Tenderloin Studio – Pet Friendly + Utilities Included,"$1,695",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tenderloin-studio-pet/7925671864.html,2026-04-12 05:22:44 UTC
Charming SF Studio Near Design District | Laundry On-Site,"$2,895",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-sf-studio-near/7924595677.html,2026-04-12 05:22:44 UTC
"Remodeled Nob Hill 2BR (Flex 3BR) – W/D & Dishwasher, Pets OK","$5,295",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-nob-hill-2br/7924392751.html,2026-04-12 05:22:44 UTC
Charming 2BR Flat in Prime Noe Valley with Views,"$4,645",,Noe Valley,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-2br-flat-in/7924392646.html,2026-04-12 05:22:44 UTC
Spacious 2BR / 2BA with In-Unit Laundry in the Inner Richmond,"$4,795",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-2br-2ba-with-in/7921280205.html,2026-04-12 05:22:44 UTC
Top-Floor 1BD in Nob Hill – Dishwasher & Small Pets Welcome,"$3,495",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-1bd-in-nob-hill/7920831416.html,2026-04-12 05:22:44 UTC
"Charming 2-Bedroom, 2-Bathroom Apartment","$5,495",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-bedroom-bathroom/7920827570.html,2026-04-12 05:22:44 UTC
"Custom kitchen cabinetry, Package Receiving, Workshop","$5,065",,SOMA / south beach,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-custom-kitchen-cabinetry/7926183600.html,2026-04-12 05:22:44 UTC
Beautiful Apartment,"$4,250",,castro / upper market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-apartment/7924329805.html,2026-04-12 05:22:44 UTC
Fully Restored Studio just One block from Van Ness Avenue,"$2,245",,Polk Gulch,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-restored-studio/7925796325.html,2026-04-12 05:22:44 UTC
Spacious 1 Bedroom + Den! Easy access to SF Muni lines!,"$3,495",,alamo square / nopa,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bedroom-den-easy/7925626674.html,2026-04-12 05:22:44 UTC
Furnished Private Modern Studio,"$2,450",,castro / upper market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-private-modern/7927092179.html,2026-04-12 05:22:44 UTC
"One Block From the San Francisco Bay, Your New Home Awaits You!",$0,,marina / cow hollow,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-block-from-the-san/7927092759.html,2026-04-12 05:22:44 UTC
"High Speed Internet Available, Natural light, Yoga Studio, iLounge",$0,,downtown / civic / van ness,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-high-speed-internet/7927092754.html,2026-04-12 05:22:44 UTC
"Sunny Dogpatch! Near Entertainment, Restaurants & Parks!",$0,,potrero hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-dogpatch-near/7927091831.html,2026-04-12 05:22:44 UTC
"Amazing 1 BD, just one block away from Beautiful Alamo Square Park!","$3,795",,alamo square / nopa,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-bd-just-one-block/7923378680.html,2026-04-12 05:22:44 UTC
Newly Remodeled Apartments near Dolores Park in the Mission!,$0,,castro / upper market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled/7927090019.html,2026-04-12 05:22:44 UTC
TMLP 12-mo. | Rider's Paradise! Transit Score 100. Convenience in Living.,"$3,675",,tenderloin,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-12-mo-riders/7927089971.html,2026-04-12 05:22:44 UTC
Exceptional 2x2 with Hardwood Floors Full-Sized Washer/Dryer,$0,,portola district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-exceptional-2x2-with/7927089268.html,2026-04-12 05:22:44 UTC
Impeccable / Home with Business Center and Boardrooms,"$4,720",,SOMA / south beach,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-impeccable-home-with/7927088887.html,2026-04-12 05:22:44 UTC
"5br/2ba ►REMODELED, UPPER, FULL-FLOOR FLAT! 1-2 CAR PARKING! YARD!","$8,499",,bernal heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-5br-2ba-remodeled-upper/7926636964.html,2026-04-12 05:22:44 UTC
Bright Mission District 2BR with In-Unit Laundry – Small Pets Welcome,"$4,595",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-mission-district/7926476244.html,2026-04-12 05:22:44 UTC
Sunny 1BR Retreat | Upper Floor Living | Pet-Friendly in Central SF,"$3,695",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-1br-retreat-upper/7925536462.html,2026-04-12 05:22:44 UTC
"Bright Corner Studio, Sleeping Alcove | Updated Kitchen | Pet-Friendly","$3,295",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-corner-studio/7925541183.html,2026-04-12 05:22:44 UTC
Studio + Den in Nob Hill | Pet-Friendly | Flexible Living Space,"$3,195",,Nob Hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-den-in-nob-hill/7925509002.html,2026-04-12 05:22:44 UTC
Charming Studio in Prime SF Location | Pet-Friendly,"$2,095",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-studio-in-prime/7925507442.html,2026-04-12 05:22:44 UTC
Studio in Prime SF Location | Pet-Friendly | Walk to Dining & Transit,"$3,095",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-in-prime-sf/7925536212.html,2026-04-12 05:22:44 UTC
Top-Floor 1BR | Pacific Heights/Japantown | Dishwasher | Pet-Friendly,"$3,995",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-1br-pacific/7925506726.html,2026-04-12 05:22:44 UTC
"Pet Friendly, Available storage units, Valet one-car garage parking",$0,,pacific heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-available/7927088556.html,2026-04-12 05:22:44 UTC
3br/2ba ►3D VIRTUAL TOUR ►REMODELED FULL-FLOOR FLAT!,"$7,999",,bernal heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-2ba-3d-virtual-tour/7927088323.html,2026-04-12 05:22:44 UTC
SUNDAY Showing: Tranquil Top Floor Flat 1.5 blks to Dolores Park,"$3,600",,mission district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunday-showing-tranquil/7925605223.html,2026-04-12 05:22:44 UTC
"4br 1ba Large Apartment on Natoma Street / 7th St, Section 8 welcome","$4,500",,tenderloin,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4br-1ba-large-apartment/7926232330.html,2026-04-12 05:22:44 UTC
Beautifully Renovated junior one-bedroom Apartment!!,"$1,810",,"San Francisco, CA",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-renovated/7927077924.html,2026-04-12 05:22:44 UTC
Spacious 1 Bedroom W/Amazing View Coming Soon! Tour Soon!,"$4,495",,nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bedroom-amazing/7927079135.html,2026-04-12 05:22:44 UTC
Convenience Meets Luxury: Garage Parking & Elevator,"$3,656",,downtown / civic / van ness,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-convenience-meets-luxury/7927085316.html,2026-04-12 05:22:44 UTC
Modern Studio w/ Private Balcony Available Soon!,"$4,795",,nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-studio-private/7927079129.html,2026-04-12 05:22:44 UTC
"Valet one-car garage parking, Dishwasher, On-site property manager",$0,,pacific heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-valet-one-car-garage/7927081435.html,2026-04-12 05:22:44 UTC
"The Pub: Free WIFI, Fireplace, Game Room,, Tour Today",$0,,bayview,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-pub-free-wifi/7927081072.html,2026-04-12 05:22:44 UTC
"TMLP 12-mo. | Two-Toned, Soft-Close Cabinetry In Kitchen And Bath","$6,096",,financial district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-12-mo-two-toned-soft/7927078977.html,2026-04-12 05:22:44 UTC
"On-site Pet Park, Air Conditioning in Select Homes",$0,,lower nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-on-site-pet-park-air/7927077654.html,2026-04-12 05:22:44 UTC
Gorgeous 2 BR with Private Outdoor Space & Wellness Program,"$4,578",,ingleside / SFSU / CCSF,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-br-with-private/7927068614.html,2026-04-12 05:22:44 UTC
Two bedroom or one bedroom Available,"$2,800",,ingleside / SFSU / CCSF,,https://sfbay.craigslist.org/sfc/apa/d/daly-city-two-bedroom-or-one-bedroom/7923308737.html,2026-04-12 05:22:44 UTC
Multiple options: rent both or one,"$1,300",,ingleside / SFSU / CCSF,,https://sfbay.craigslist.org/sfc/apa/d/daly-city-multiple-options-rent-both-or/7923306486.html,2026-04-12 05:22:44 UTC
TMLP 12-mo. | A Sky-High Experience: Floor-to-Ceiling Windows and City Views!,"$2,106",,tenderloin,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-12-mo-sky-high/7927075470.html,2026-04-12 05:22:44 UTC
Furnished Apt 1Bdr | From AUG 1st 2026 | Month-to-month,"$2,900",,excelsior / outer mission,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-apt-1bdr-from/7923224156.html,2026-04-12 05:22:44 UTC
"Walk-in Closet, Refrigerator, Stainless Steel Appliances",$0,,potrero hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-walk-in-closet/7927072880.html,2026-04-12 05:22:44 UTC
"Pet Park, Roof View Fire Pits, Grills, 360 View Rooftop Deck","$4,379",,Mid-Market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-park-roof-view-fire/7927072160.html,2026-04-12 05:22:44 UTC
"Must-See / Condo with Room of All Trades, 24/7 Concierge","$5,375",,SOMA / south beach,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-must-see-condo-with-room/7927071771.html,2026-04-12 05:22:44 UTC
Never Worry About Laundry: Facilities Right Onsite!,$0,,north beach / telegraph hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-never-worry-about-laundry/7927071622.html,2026-04-12 05:22:44 UTC
"Rooftop Lounge & Kitchen, Gas cooking, Bike Room",$0,,downtown / civic / van ness,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rooftop-lounge-kitchen/7927071615.html,2026-04-12 05:22:44 UTC
15-mo. | Impeccable Studio-Upgraded Features + Waterfall Oasis Retreat,"$3,245",,western addition,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-15-mo-impeccable-studio/7927071521.html,2026-04-12 05:22:44 UTC
"24 Hour Emergency Services, Computer Nooks, Dry Cleaning Service",$0,,portola district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-24-hour-emergency/7927069468.html,2026-04-12 05:22:44 UTC
Tailored on Taylor! A Well-Appointed Lifestyle Just For You!,$0,,russian hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tailored-on-taylor-well/7927068850.html,2026-04-12 05:22:44 UTC
Remodeled Apartments in the heart of Marina District near Fort Mason,$0,,marina / cow hollow,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-apartments-in/7927068794.html,2026-04-12 05:22:44 UTC
You'll fall in LOVE with our Heated Saltwater Pool at 240 Dolores!,$0,,castro / upper market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-youll-fall-in-love-with/7927068640.html,2026-04-12 05:22:44 UTC
NEW LIST! BRAND NEW REMODEL ACROSS FROM LAFAYETTE PARK ~ 1BD 1BA ~ W/D IN UNIT,"$4,595",,Pacific Heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-list-brand-new/7927068619.html,2026-04-12 05:22:44 UTC
**Renovated 1 bedroom Unit – Lower Nob Hill**,"$1,920",,"San Francisco, CA",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-renovated-bedroom-unit/7927065009.html,2026-04-12 05:22:44 UTC
Unbelievable Rate! Furnished Room!,$920,,north beach / telegraph hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-unbelievable-rate/7922747982.html,2026-04-12 05:22:44 UTC
"Stainless Steel Appliances, Roof View Fire Pits, Grills, EV Charging","$4,379",,Mid-Market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stainless-steel/7927051382.html,2026-04-12 05:22:44 UTC
Great space available in SOMA for sale or lease owner financing,"$5,500",,SOMA / south beach,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-space-available-in/7922622800.html,2026-04-12 05:22:44 UTC
2BR/1BA *** NOT TO MISS *** MODERN SPACIOUS IN-LAW CONVENIENT LOCATED,"$3,000",,ingleside / SFSU / CCSF,,https://sfbay.craigslist.org/sfc/apa/d/daly-city-2br-1ba-not-to-miss-modern/7925939599.html,2026-04-12 05:22:44 UTC
Luxury Lower Pacific Heights 1br Condo,"$4,800",,pacific heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-lower-pacific/7924300055.html,2026-04-12 05:22:44 UTC
"Spacious and on the 2nd floor, renovated with garage!","$4,236",,alamo square / nopa,,https://sfbay.craigslist.org/sfc/apa/d/fremont-spacious-and-on-the-2nd-floor/7923297577.html,2026-04-12 05:22:44 UTC
Full floor unit on 41st Avenue and Sloat in Outer Sunset,"$2,600",,The Outer Sunset,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-full-floor-unit-on-41st/7924583368.html,2026-04-12 05:22:44 UTC
For Rent - Charming 4 Bed 2.5 bath Single Family Home in Sunnyside SF,"$9,490",,glen park,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-for-rent-charming-bed-25/7925718510.html,2026-04-12 05:22:44 UTC
Coming soon. Open house 4/18 12-2,"$6,000",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-coming-soon-open-house/7924638194.html,2026-04-12 05:22:44 UTC
large Studio is located in the heart Mission District,"$1,400",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-is-located/7927033228.html,2026-04-12 05:22:44 UTC
Freshly cleaned studio apartment in great central location,"$1,400",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-freshly-cleaned-studio/7927031737.html,2026-04-12 05:22:44 UTC
Beautifully remodeled studio,"$1,400",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-remodeled/7927033616.html,2026-04-12 05:22:44 UTC
North Beach Living!!,$920,,north beach / telegraph hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-north-beach-living/7923513897.html,2026-04-12 05:22:44 UTC
In the heart of the community ! Spacious and bottom floor unit,"$2,649",,alamo square / nopa,,https://sfbay.craigslist.org/sfc/apa/d/fremont-in-the-heart-of-the-community/7923062251.html,2026-04-12 05:22:44 UTC
2/2 light filled condo,"$6,500",,San Francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-light-filled-condo/7927016153.html,2026-04-12 05:22:44 UTC
"*Fair-Priced 1BR in* * Mission District – Great Value, Prime Location*","$3,025",,"San Francisco, CA",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fair-priced-1br-in/7927014543.html,2026-04-12 05:22:44 UTC
Spacious 4-bedroom on Irving St,"$4,400",,sunset / parkside,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-bedroom-on/7925318015.html,2026-04-12 05:22:44 UTC
4432 California St SF (7th Ave) Brand new 1/1 apt. Close all,"$3,300",,inner richmond,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4432-california-st-sf-7th/7926563808.html,2026-04-12 05:22:44 UTC
With washer/dryer and spacious! Bottom floor unit,"$2,916",,alamo square / nopa,,https://sfbay.craigslist.org/sfc/apa/d/fremont-with-washer-dryer-and-spacious/7922313911.html,2026-04-12 05:22:44 UTC
"*Fair-Priced 1BR in* *Mission District – Great Value, Prime Location*","$3,300",,"San Francisco, CA",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fair-priced-1br-in/7927011133.html,2026-04-12 05:22:44 UTC
COMING SOON ~ WALK TO EVERYTHING FROM CONVENIENT MISSION DUBOCE STUDIO,"$2,695",,Mission,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-coming-soon-walk-to/7927008191.html,2026-04-12 05:22:44 UTC
Large 1BR Apartments – Affordable Rates,"$3,050",,"San Francisco,",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-1br-apartments/7927007785.html,2026-04-12 05:22:44 UTC
"Nob Hill studio, best location!",$2150,,"$2,150 nob hill",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nob-hill-studio-best/7926526258.html,2026-04-12 05:22:44 UTC
"Stunning Victorian Flat – Mission District | 2/3BR, 2BA | Furnished","$6,500",,mission district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-victorian-flat/7927004977.html,2026-04-12 05:22:44 UTC
Bright studio with scenic views,"$2,500",,north beach / telegraph hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-studio-with-scenic/7927005925.html,2026-04-12 05:22:44 UTC
"2BD2BA Sunset in law new remodel, near UCSF, Irving Shops, Rec Center","$2,950",,sunset / parkside,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2bd2ba-sunset-in-law-new/7922360948.html,2026-04-12 05:22:44 UTC
One Bedroom Unit for Rent,$1500,,"$1,500 portola district",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-unit-for-rent/7927002520.html,2026-04-12 05:22:44 UTC
Affordable 2-Room Apt with Fast Internet - Just,$1450,,"$1,450 bernal heights",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-affordable-room-apt-with/7926524597.html,2026-04-12 05:22:44 UTC
READY MOVE-IN. - BRIGHT and CHARMING STUDIO,"$2,000",,lower nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ready-move-in-bright-and/7925184731.html,2026-04-12 05:22:44 UTC
North Beach 1Br,"$2,950",,north beach / telegraph hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-north-beach-1br/7921325350.html,2026-04-12 05:22:44 UTC
,$1600,,"Efficiency Studio $1,600 lower nob hill",,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1600-efficiency-studio/7927000169.html,2026-04-12 05:22:44 UTC
"EV Charging, Gated, Bicycle Parking, SoMa Life","$4,379",,Mid-Market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ev-charging-gated-bicycle/7926999630.html,2026-04-12 05:22:44 UTC
"Clay/Hyde St. lar 1 bd, hwd flr, big open liv rm, top floor, nr trans","$3,350",,nob hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-clay-hyde-st-lar-bd-hwd/7926996687.html,2026-04-12 05:22:44 UTC
"Best location, 1bd, nr whofoods, din area, private deck, pool, avl now","$3,700",,castro / upper market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-best-location-1bd-nr/7926996561.html,2026-04-12 05:22:44 UTC
"Large, bright, 1BR, First Floor Apt. on Great HWY Panoramic Ocean View","$2,595",,sunset / parkside,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-bright-1br-first/7926994087.html,2026-04-12 05:22:44 UTC
Luxury Lower Pacific Heights 1br Condo,"$4,800",,pacific heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-lower-pacific/7924715338.html,2026-04-12 05:22:44 UTC
"Cow Hollow furnished condo, laundry, parking","$10,000",,marina / cow hollow,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cow-hollow-furnished/7923995940.html,2026-04-12 05:22:44 UTC
Rental Unit,"$1,250",,ingleside / SFSU / CCSF,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rental-unit/7921052297.html,2026-04-12 05:22:44 UTC
1520 Gough #703 - Gorgeous 1x1 - WD in Unit - Top Floor - Updated,"$3,495",,pacific heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1520-gough-gorgeous-1x1/7926986161.html,2026-04-12 05:22:44 UTC
"360 View Rooftop Deck, Great Location, Bicycle Parking, Pet Park","$4,379",,Mid-Market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-360-view-rooftop-deck/7926983836.html,2026-04-12 05:22:44 UTC
"Enclosed Gated Parking, Large Closets, Stainless GE Appliances",$0,,bayview,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-enclosed-gated-parking/7926983820.html,2026-04-12 05:22:44 UTC
"Security System, Wi-Fi, Maintenance on site, Bike Storage",$0,,potrero hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-security-system-wi-fi/7926983794.html,2026-04-12 05:22:44 UTC
NEW LIST! BRAND NEW REMODEL LAFAYETTE PARK VIEW ~ PAC HEIGHTS 2BD 1BA ~ W/D,"$6,995",,Pacific Heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-list-brand-new/7926983200.html,2026-04-12 05:22:44 UTC
HERON # Full Amenity Apartment with Concierge Parking Two Utilities,"$1,530",,city of san francisco,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-heron-full-amenity/7926976385.html,2026-04-12 05:22:44 UTC
COMING SOON ~ WALK TO FIDI FROM NICE LOWER NOB HILL STUDIO WITH W/D IN UNIT,"$2,345",,Lower Nob Hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-coming-soon-walk-to-fidi/7926981146.html,2026-04-12 05:22:44 UTC
"Sublet, Fully Furnished Modern One Bedroom 500ft August----","$2,500",,ingleside / SFSU / CCSF,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sublet-fully-furnished/7921217980.html,2026-04-12 05:22:44 UTC
TMLP 15-mo. | Two Outdoor Courtyards with Fire Pits,"$5,769",,lower haight,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-15-mo-two-outdoor/7926977405.html,2026-04-12 05:22:44 UTC
Furry Friends Welcome! Rooftop Lounge & Dog Play Area!,$0,,potrero hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furry-friends-welcome/7926974250.html,2026-04-12 05:22:44 UTC
One Block from Muni. Three Blocks From Washington Park.,$0,,russian hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-block-from-muni-three/7926973738.html,2026-04-12 05:22:44 UTC
Everything You Need. All Right Here. Mission Dolores.,$0,,castro / upper market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-everything-you-need-all/7926973351.html,2026-04-12 05:22:44 UTC
"Valet one-car garage parking, On-site laundry facilities",$0,,pacific heights,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-valet-one-car-garage/7926972798.html,2026-04-12 05:22:44 UTC
TMLP 12-mo. | Entertain in Style: Wood-Style Floors & Large Windows,"$2,951",,downtown / civic / van ness,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-12-mo-entertain-in/7926972665.html,2026-04-12 05:22:44 UTC
TMLP 15-mo. | Self-Serve Pet Spa And Grooming Area,"$4,710",,financial district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-15-mo-self-serve-pet/7926972459.html,2026-04-12 05:22:44 UTC
"Planned Social Activities, Stainless Steel Appliances",$0,,portola district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-planned-social-activities/7926972357.html,2026-04-12 05:22:44 UTC
Newly Renovated 1-Bedroom in Marina District with Safeway next door!,$0,,marina / cow hollow,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-bedroom/7926972130.html,2026-04-12 05:22:44 UTC
Floor-to-Ceiling Windows: Let the SF Sunshine In!,$0,,north beach / telegraph hill,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-floor-to-ceiling-windows/7926972125.html,2026-04-12 05:22:44 UTC
"TMLP 13-mo. | Sophisticated Studio/1 BA Condo with Slow-Close Cabinets, First Mo","$5,015",,SOMA / south beach,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-13-mo-sophisticated/7926971928.html,2026-04-12 05:22:44 UTC
Street-Facing 1 BED with Private Kitchen in Chinatown,"$1,450",,financial district,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-street-facing-bed-with/7926966681.html,2026-04-12 05:22:44 UTC
"Panoramic Views of the City, Granite Counter Tops, Outdoor Herb Garden",$0,,castro / upper market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-panoramic-views-of-the/7926971816.html,2026-04-12 05:22:44 UTC
"Bicycle Parking, Washer and Dryer, 360 View Rooftop Deck, Pet Park","$4,379",,Mid-Market,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bicycle-parking-washer/7926971796.html,2026-04-12 05:22:44 UTC
TMLP 12-mo. | Luxury high-rise with top tear amenities and handcrafted apartment,"$4,130",,downtown / civic / van ness,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tmlp-12-mo-luxury-high/7926971759.html,2026-04-12 05:22:44 UTC
SUNNY STUDIO IN SUPER CENTRAL LOCATION,"$3,175",,alamo square / nopa,,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-studio-in-super/7926971330.html,2026-04-12 05:22:44 UTC
