title,pricing,beds_baths,address,amenities,url,scraped_at
"Delphine on Diamond 5285 Diamond Heights Blvd, San Francisco, CA 94131","1 Bed $3,717+ 2 Beds $5,554+","1 Bed $3,717+","5285 Diamond Heights Blvd, San Francisco, CA 94131",,https://www.apartments.com/delphine-on-diamond-san-francisco-ca/zz5c1ly/,
"O & M 680 Indiana St, San Francisco, CA 94107","Studio $2,280+ 1 Bed $3,112+ 2 Beds+ $3,634+","Studio $2,280+","680 Indiana St, San Francisco, CA 94107",,https://www.apartments.com/o-m-san-francisco-ca/f64bhgs/,
"Ashton 301 Executive Park Blvd, San Francisco, CA 94134","1 Bed $3,890 2 Beds $4,837+","1 Bed $3,890","301 Executive Park Blvd, San Francisco, CA 94134",,https://www.apartments.com/ashton-san-francisco-ca/0pvmdb0/,
"1333 Gough Apartments at Cathedral Hill 1333 Gough St, San Francisco, CA 94109",Studio - 2 Beds Call for Rent,Studio - 2 Beds Call for Rent,"1333 Gough St, San Francisco, CA 94109",,https://www.apartments.com/1333-gough-apartments-at-cathedral-hill-san-francisco-ca/y2dhz1s/,
"Argenta 1 Polk St, San Francisco, CA 94102","1 Bed $3,562+","1 Bed $3,562+","1 Polk St, San Francisco, CA 94102",,https://www.apartments.com/argenta-san-francisco-ca/sz62h77/,
"1700 California Street 1700 California St, San Francisco, CA 94109",1-2 Beds Call for Rent,1-2 Beds Call for Rent,"1700 California St, San Francisco, CA 94109",,https://www.apartments.com/1700-california-street-san-francisco-ca/qslrrhw/,
"The Martin 2051 3rd St, San Francisco, CA 94107","Studio $3,937+ 2 Beds $6,840","Studio $3,937+","2051 3rd St, San Francisco, CA 94107",,https://www.apartments.com/the-martin-san-francisco-ca/h518yw2/,
"Nob Hill Tower 1221 Jones St, San Francisco, CA 94109",Studio - 3 Beds Call for Rent,Studio - 3 Beds Call for Rent,"1221 Jones St, San Francisco, CA 94109",,https://www.apartments.com/nob-hill-tower-san-francisco-ca/kwtkhp9/,
,"1 Bed $3,150+","1 Bed $3,150+","2351 Powell St, San Francisco, CA 94133",,https://www.apartments.com/northpoint-vistas-san-francisco-ca/edtq6hn/,2026-04-10 23:03:06 UTC
,1 Bed Call for Rent,1 Bed Call for Rent,"1885 Filbert St, San Francisco, CA 94123",,https://www.apartments.com/1885-filbert-st-san-francisco-ca/jtyn784/,2026-04-10 23:03:09 UTC
,"2 Beds, 1 Bath, 942 sq ft $3,925","2 Beds, 1 Bath, 942 sq ft $3,925","3711 19th Ave, San Francisco, CA 94132",,https://www.apartments.com/parkmerced-apartments-san-francisco-ca/26ht3d9/#mxe56gh-2-unit/,2026-04-10 23:03:12 UTC
,"1 Bed $3,150","1 Bed $3,150","1355 Post St, San Francisco, CA 94109",,https://www.apartments.com/1355-post-street-apartments-san-francisco-ca/0xxqmd2/,2026-04-10 23:03:14 UTC
,"Studio $2,499+","Studio $2,499+","1346 Pine St, San Francisco, CA 94109",,https://www.apartments.com/1346-pine-san-francisco-ca/4wp9mxk/,2026-04-10 23:03:17 UTC
,"2 Beds $3,775+","2 Beds $3,775+","1801 Mission St, San Francisco, CA 94103",,https://www.apartments.com/1801-mission-st-san-francisco-ca/zk7w5fw/,2026-04-10 23:03:20 UTC
,"Studio $1,545","Studio $1,545","949 Post St, San Francisco, CA 94109",,https://www.apartments.com/949-post-st-age-55-san-francisco-ca/3mmwhgd/,2026-04-10 23:03:23 UTC
,"1 Bed $5,500","1 Bed $5,500","2398 Pacific Ave, San Francisco, CA 94115",,https://www.apartments.com/2398-pacific-ave-san-francisco-ca/4ktdbxk/,2026-04-10 23:03:26 UTC
,"1 Bed, 1 Bath, 758 sq ft $5,397","1 Bed, 1 Bath, 758 sq ft $5,397","185 Channel St, San Francisco, CA 94158",,https://www.apartments.com/channel-mission-bay-san-francisco-ca/7l08vty/#c7gmdhd-2-unit/,2026-04-10 23:03:29 UTC
,"1 Bed $3,080+ 2 Beds $4,000+","1 Bed $3,080+ 2 Beds $4,000+","1863 Mission St, San Francisco, CA 94103",,https://www.apartments.com/1863-mission-st-san-francisco-ca/076h360/,2026-04-10 23:03:32 UTC
,Studio - 2 Beds Call for Rent,Studio - 2 Beds Call for Rent,"1515 Greenwich St, San Francisco, CA 94123",,https://www.apartments.com/1515-greenwich-st-san-francisco-ca/vy4gnnd/,2026-04-10 23:03:35 UTC
,"Studio $2,825+ 1 Bed $3,200+ 2 Beds+ $4,675+","Studio $2,825+ 1 Bed $3,200+ 2 Beds+ $4,675+","55 Oak St, San Francisco, CA 94102",,https://www.apartments.com/the-oak-sf-san-francisco-ca/223v3e9/,2026-04-10 23:03:39 UTC
,"Studio $995+ 1 Bed $1,195+","Studio $995+ 1 Bed $1,195+","1080-1084 Folsom St, San Francisco, CA 94103",,https://www.apartments.com/urbanests-1080-folsom-residences-san-francisco-ca/39nqndd/,2026-04-10 23:03:42 UTC
,Studio $995+,Studio $995+,"371 Columbus Ave, San Francisco, CA 94133",,https://www.apartments.com/urbanests-371-columbus-avenue-san-francisco-ca/ksghs2c/,2026-04-10 23:03:43 UTC
,"Studio $2,800 1 Bed $5,000","Studio $2,800 1 Bed $5,000","2400 Pacific Ave, San Francisco, CA 94115",,https://www.apartments.com/2400-pacific-avenue-apartments-san-francisco-ca/bdnlhe9/,2026-04-10 23:03:46 UTC
,"Studio $1,695 1 Bed $1,995","Studio $1,695 1 Bed $1,995","1156 Sutter St, San Francisco, CA 94109",,https://www.apartments.com/sutter-street-apartments-san-francisco-ca/tv5x5db/,2026-04-10 23:03:49 UTC
,Studio $595+,Studio $595+,"221 7th St, San Francisco, CA 94103",,https://www.apartments.com/urbanests-221-7th-st-residences-san-francisco-ca/169n256/,2026-04-10 23:03:53 UTC
,"Studio $2,000","Studio $2,000","1200 Sacramento St, San Francisco, CA 94108",,https://www.apartments.com/mark-hopkins-san-francisco-ca/r8l9h01/,2026-04-10 23:03:56 UTC
"14 Isis St Unit 4, San Francisco, CA 94103","1 Bed, 1 Bath, 5,526 sq ft $3,200","1 Bed, 1 Bath, 5,526 sq ft $3,200",,,https://www.apartments.com/14-isis-st-san-francisco-ca-unit-4/3g0pk3f/,2026-04-10 23:04:02 UTC
"150 Van Ness Ave, San Francisco, CA 94102","2 Beds, 2 Baths, 979 sq ft $5,881","2 Beds, 2 Baths, 979 sq ft $5,881",,,https://www.apartments.com/150-van-ness-san-francisco-ca/8pdvlx3/#q6wvq7x-2-unit/,2026-04-10 23:04:08 UTC
,"1 Bed, 1 Bath $3,295","1 Bed, 1 Bath $3,295",,,https://www.apartments.com/2888-folsom-st-san-francisco-ca-unit-a/ympe8zv/,2026-04-10 23:04:14 UTC
,"2 Beds, 2 Baths, 1,100 sq ft $4,990","2 Beds, 2 Baths, 1,100 sq ft $4,990",,,https://www.apartments.com/1075-market-st-san-francisco-ca-unit-312/hl6b340/,2026-04-10 23:04:18 UTC
,"3 Beds, 3 Baths, 1,950 sq ft $14,990","3 Beds, 3 Baths, 1,950 sq ft $14,990",,,https://www.apartments.com/708-long-bridge-st-san-francisco-ca-unit-1109/97efsl5/,2026-04-10 23:04:25 UTC
,"2 Beds, 2 Baths, 1,401 sq ft $7,140","2 Beds, 2 Baths, 1,401 sq ft $7,140",,,https://www.apartments.com/338-spear-st-san-francisco-ca-unit-6d/sg6v8x6/,2026-04-10 23:04:31 UTC
,"Studio, 1 Bath, 432 sq ft $3,290","Studio, 1 Bath, 432 sq ft $3,290",,,https://www.apartments.com/201-harrison-st-san-francisco-ca-unit-1030/n27ew9m/,2026-04-10 23:04:37 UTC
"900 Folsom St, San Francisco, CA 94107","1 Bed $4,470","1 Bed $4,470",,,https://www.apartments.com/900-folsom-st-san-francisco-ca-unit-si-fl8-id272/h00ez40/,2026-04-10 23:04:43 UTC
"18 10th St, San Francisco, CA 94103","Studio $3,620","Studio $3,620",,,https://www.apartments.com/18-10th-st-san-francisco-ca-unit-si-fl14-id397/c7wd01d/,2026-04-10 23:04:47 UTC
"100 Van Ness Ave, San Francisco, CA 94102","2 Beds $7,540","2 Beds $7,540",,,https://www.apartments.com/100-van-ness-ave-san-francisco-ca-unit-si-fl12-id1478/9hdz187/,2026-04-10 23:04:53 UTC
"18 10th St Unit SI FL16-ID278480P, San Francisco, CA 94103","Studio, 1 Bath, 462 sq ft $4,558","Studio, 1 Bath, 462 sq ft $4,558",,,https://www.apartments.com/18-10th-st-san-francisco-ca-unit-si-fl16-id278480p/4nbpsnl/,2026-04-10 23:05:00 UTC
"18 10th St, San Francisco, CA 94103","Studio $3,650","Studio $3,650",,,https://www.apartments.com/18-10th-st-san-francisco-ca-unit-si-fl8-id1315/w25wc9h/,2026-04-10 23:05:06 UTC
"Unit A at TL Residences 361 Turk St, San Francisco, CA 94102","Studio, 1 Bath, 221 sq ft $1,695","Studio, 1 Bath, 221 sq ft $1,695",Unit A at TL Residences,,https://www.apartments.com/tl-residences-san-francisco-ca/bpkgzbb/#h7n2jj0-2-unit/,2026-04-10 23:05:09 UTC
"18 10th St, San Francisco, CA 94103","1 Bed $5,961","1 Bed $5,961",,,https://www.apartments.com/18-10th-st-san-francisco-ca-unit-si-fl18-id278481p/6wfm8dv/,2026-04-10 23:05:15 UTC
"1600 15th St, San Francisco, CA 94103","1 Bed $5,055","1 Bed $5,055",,,https://www.apartments.com/1600-15th-st-san-francisco-ca-unit-si-fl4-id354762p/mp46tjk/,2026-04-10 23:05:19 UTC
"388 Beale St, San Francisco, CA 94105","1 Bed $6,749","1 Bed $6,749",,,https://www.apartments.com/388-beale-st-san-francisco-ca-unit-si-fl9-id1009996p/wmefr7l/,2026-04-10 23:05:25 UTC
"18 10th St Unit SI FL5-ID278477P, San Francisco, CA 94103","Studio, 1 Bath, 462 sq ft $4,066","Studio, 1 Bath, 462 sq ft $4,066",,,https://www.apartments.com/18-10th-st-san-francisco-ca-unit-si-fl5-id278477p/ny7xkqm/,2026-04-10 23:05:32 UTC
"680 Mission St, San Francisco, CA 94105","1 Bed $7,908","1 Bed $7,908",,,https://www.apartments.com/680-mission-st-san-francisco-ca-unit-si-id1039852p/j9g4rq7/,2026-04-10 23:05:38 UTC
"355 Berry St, San Francisco, CA 94158","Studio $4,335","Studio $4,335",,,https://www.apartments.com/355-berry-st-san-francisco-ca-unit-si-fl5-id1224042p/2bwpbm9/,2026-04-10 23:05:44 UTC
"100 Van Ness Ave, San Francisco, CA 94102","1 Bed $5,270","1 Bed $5,270",,,https://www.apartments.com/100-van-ness-ave-san-francisco-ca-unit-si-fl17-id1923/zw15rkx/,2026-04-10 23:05:48 UTC
"355 Berry St, San Francisco, CA 94158","Studio $5,279","Studio $5,279",,,https://www.apartments.com/355-berry-st-san-francisco-ca-unit-si-fl4-id1264837p/hj55jw2/,2026-04-10 23:05:55 UTC
"1010 Bush St, San Francisco, CA 94109","Studio $1,150","Studio $1,150",,,https://www.apartments.com/1010-bush-st-san-francisco-ca-unit-128/cxhepbe/,2026-04-10 23:06:01 UTC
"1155 4th St, San Francisco, CA 94158","1 Bed $6,092","1 Bed $6,092",,,https://www.apartments.com/1155-4th-st-san-francisco-ca-unit-si-fl4-id1285297p/98z91t4/,2026-04-10 23:06:07 UTC
"Unit A at 145 Leavenworth St 145 Leavenworth St, San Francisco, CA 94102","Studio, 1 Bath, 224 sq ft $1,695","Studio, 1 Bath, 224 sq ft $1,695",Unit A at 145 Leavenworth St,,https://www.apartments.com/145-leavenworth-st-san-francisco-ca/x1sl86m/#523y5bn-2-unit/,2026-04-10 23:06:10 UTC
"1201 4th St, San Francisco, CA 94158","1 Bed $6,090","1 Bed $6,090",,,https://www.apartments.com/1201-4th-st-san-francisco-ca-unit-si-fl4-id1286657p/t9g0j68/,2026-04-10 23:06:16 UTC
"1155 4th St, San Francisco, CA 94158","1 Bed $6,396","1 Bed $6,396",,,https://www.apartments.com/1155-4th-st-san-francisco-ca-unit-si-fl3-id1295732p/5z5g47m/,2026-04-10 23:06:20 UTC
"211 Genebern Way, San Francisco, CA 94112","2 Beds $6,847","2 Beds $6,847",,,https://www.apartments.com/211-genebern-way-san-francisco-ca-unit-si-id1309729p/nl20v6m/,2026-04-10 23:06:26 UTC
"899 Pine St, San Francisco, CA 94108","1 Bed $5,260","1 Bed $5,260",,,https://www.apartments.com/899-pine-st-san-francisco-ca-unit-si-fl16-id430/kgwg8eb/,2026-04-10 23:11:35 UTC
"2232 North Point St, San Francisco, CA 94123","2 Beds $7,140","2 Beds $7,140",,,https://www.apartments.com/2232-north-point-st-san-francisco-ca-unit-si-fl3-id434/h6resm2/,2026-04-10 23:11:41 UTC
"1 Bed, 1 Bath, 444 sq ft $2,870","1 Bed, 1 Bath, 444 sq ft $2,870","1 Bed, 1 Bath, 444 sq ft $2,870",Unit 0410 at 1188 Mission at Trinity Place,,,2026-04-10 23:12:41 UTC
"1075 Market St, San Francisco, CA 94103","1 Bed $3,560","1 Bed $3,560",,,https://www.apartments.com/1075-market-st-san-francisco-ca-unit-si-fl3-id461/dxb10gk/,2026-04-10 23:12:47 UTC
"24 Franklin St, San Francisco, CA 94102","Studio $3,330","Studio $3,330",,,https://www.apartments.com/24-franklin-st-san-francisco-ca-unit-si-fl6-id111/7n8xghy/,2026-04-10 23:12:53 UTC
"899 Pine St, San Francisco, CA 94108","Studio $4,850","Studio $4,850",,,https://www.apartments.com/899-pine-st-san-francisco-ca-unit-si-fl8-id128/zp75dkz/,2026-04-10 23:12:59 UTC
"690 Long Bridge St, San Francisco, CA 94158","2 Beds $5,870","2 Beds $5,870",,,https://www.apartments.com/690-long-bridge-st-san-francisco-ca-unit-si-fl5-id325/t3cdbsb/,2026-04-10 23:13:04 UTC
"340 Fremont St, San Francisco, CA 94105","1 Bed $5,590","1 Bed $5,590",,,https://www.apartments.com/340-fremont-st-san-francisco-ca-unit-si-fl30-id144/19660e6/,2026-04-10 23:13:10 UTC
"340 Fremont St, San Francisco, CA 94105","1 Bed $6,820","1 Bed $6,820",,,https://www.apartments.com/340-fremont-st-san-francisco-ca-unit-si-fl7-id156/5gqe8kp/,2026-04-10 23:13:16 UTC
"24 Franklin St, San Francisco, CA 94102","Studio $3,820","Studio $3,820",,,https://www.apartments.com/24-franklin-st-san-francisco-ca-unit-si-fl5-id109/tky86m9/,2026-04-10 23:13:22 UTC
"690 Long Bridge St, San Francisco, CA 94158","2 Beds $8,690","2 Beds $8,690",,,https://www.apartments.com/690-long-bridge-st-san-francisco-ca-unit-si-fl8-id142/7fz0phz/,2026-04-10 23:13:28 UTC
"1285 Sutter St, San Francisco, CA 94109","1 Bed $4,390","1 Bed $4,390",,,https://www.apartments.com/1285-sutter-st-san-francisco-ca-unit-si-fl6-id689/25ke2nc/,2026-04-10 23:13:33 UTC
"2290 Stockton St, San Francisco, CA 94133","1 Bed $3,580","1 Bed $3,580",,,https://www.apartments.com/2290-stockton-st-san-francisco-ca-unit-si-fl4-id660/qfhvspx/,2026-04-10 23:13:39 UTC
"1 Bed, 1 Bath, 619 sq ft $5,375","1 Bed, 1 Bath, 619 sq ft $5,375","1 Bed, 1 Bath, 619 sq ft $5,375",Unit 1512 at Jasper,,,2026-04-10 23:14:39 UTC
"399 Fremont St, San Francisco, CA 94105","1 Bed $6,760","1 Bed $6,760",,,https://www.apartments.com/399-fremont-st-san-francisco-ca-unit-si-fl27-id778/y6gs2rt/,2026-04-10 23:14:45 UTC
"388 Beale St, San Francisco, CA 94105","1 Bed $5,180","1 Bed $5,180",,,https://www.apartments.com/388-beale-st-san-francisco-ca-unit-si-fl15-id775/1y1ydr7/,2026-04-10 23:14:51 UTC
"399 Fremont St, San Francisco, CA 94105","1 Bed $6,390","1 Bed $6,390",,,https://www.apartments.com/399-fremont-st-san-francisco-ca-unit-si-fl7-id848/n6llvsp/,2026-04-10 23:14:57 UTC
"39 Tehama St, San Francisco, CA 94105","2 Beds $5,150","2 Beds $5,150",,,https://www.apartments.com/39-tehama-st-san-francisco-ca-unit-si-fl11-id884/kxqrsdb/,2026-04-10 23:15:03 UTC
"1285 Sutter St, San Francisco, CA 94109","1 Bed $5,080","1 Bed $5,080",,,https://www.apartments.com/1285-sutter-st-san-francisco-ca-unit-si-fl3-id788/3rcqh2f/,2026-04-10 23:15:08 UTC
"2 Beds, 1 Bath, 651 sq ft $3,886","2 Beds, 1 Bath, 651 sq ft $3,886","2 Beds, 1 Bath, 651 sq ft $3,886",Unit 1022 at 1177 Market at Trinity Place,,,2026-04-10 23:16:09 UTC
"355 Berry St, San Francisco, CA 94158","2 Beds $6,690","2 Beds $6,690",,,https://www.apartments.com/355-berry-st-san-francisco-ca-unit-si-fl4-id837/46w6xsh/,2026-04-10 23:16:15 UTC
"240 Lombard St, San Francisco, CA 94111","1 Bed $3,820","1 Bed $3,820",,,https://www.apartments.com/240-lombard-st-san-francisco-ca-unit-si-fl2-id913/cz2480e/,2026-04-10 23:16:21 UTC
"340 Fremont St, San Francisco, CA 94105","2 Beds $6,730","2 Beds $6,730",,,https://www.apartments.com/340-fremont-st-san-francisco-ca-unit-si-fl8-id224/5s2dd4q/,2026-04-10 23:16:27 UTC
"185 Channel St, San Francisco, CA 94158","1 Bed $5,860","1 Bed $5,860",,,https://www.apartments.com/185-channel-st-san-francisco-ca-unit-si-fl6-id772/t7hyk7c/,2026-04-10 23:16:33 UTC
"1 Brady St, San Francisco, CA 94103","Studio $3,530","Studio $3,530",,,https://www.apartments.com/1-brady-st-san-francisco-ca-unit-si-fl4-id1161/0pnj373/,2026-04-10 23:16:37 UTC
"1 Brady St, San Francisco, CA 94103","Studio $3,550","Studio $3,550",,,https://www.apartments.com/1-brady-st-san-francisco-ca-unit-si-fl4-id1163/g9cs9ex/,2026-04-10 23:16:43 UTC
"30 Otis St, San Francisco, CA 94103","2 Beds $7,590","2 Beds $7,590",,,https://www.apartments.com/30-otis-st-san-francisco-ca-unit-si-fl17-id1281/532lvtm/,2026-04-10 23:16:50 UTC
"30 Otis St, San Francisco, CA 94103","2 Beds $9,060","2 Beds $9,060",,,https://www.apartments.com/30-otis-st-san-francisco-ca-unit-si-fl19-id1282/f24223t/,2026-04-10 23:16:56 UTC
"30 Otis St, San Francisco, CA 94103","1 Bed $4,900","1 Bed $4,900",,,https://www.apartments.com/30-otis-st-san-francisco-ca-unit-si-fl6-id1275/3peny3f/,2026-04-10 23:17:02 UTC
"30 Otis St, San Francisco, CA 94103","Studio $4,250","Studio $4,250",,,https://www.apartments.com/30-otis-st-san-francisco-ca-unit-si-fl4-id1358/lr7rjrg/,2026-04-10 23:17:08 UTC
"Studio, 1 Bath, 460 sq ft $2,455","Studio, 1 Bath, 460 sq ft $2,455","Studio, 1 Bath, 460 sq ft $2,455",Unit 0513 at Geary Courtyard,,,2026-04-10 23:18:08 UTC
"2 Townsend St, San Francisco, CA 94107","1 Bed $4,900","1 Bed $4,900",,,https://www.apartments.com/2-townsend-st-san-francisco-ca-unit-si-fl4-id1393/5m12n8q/,2026-04-10 23:18:13 UTC
"2 Townsend St, San Francisco, CA 94107","2 Beds $7,070","2 Beds $7,070",,,https://www.apartments.com/2-townsend-st-san-francisco-ca-unit-si-fl5-id1399/tkn4fr8/,2026-04-10 23:18:19 UTC
"8 10th St, San Francisco, CA 94103","2 Beds $7,530","2 Beds $7,530",,,https://www.apartments.com/8-10th-st-san-francisco-ca-unit-si-fl32-id1406/25q41mb/,2026-04-10 23:18:25 UTC
"975 Bryant St, San Francisco, CA 94103","1 Bed $4,810","1 Bed $4,810",,,https://www.apartments.com/975-bryant-st-san-francisco-ca-unit-si-fl5-id1424/scdf837/,2026-04-10 23:18:31 UTC
"434 Minna St, San Francisco, CA 94103","1 Bed $4,180","1 Bed $4,180",,,https://www.apartments.com/434-minna-st-san-francisco-ca-unit-si-fl10-id1431/lbrz6yd/,2026-04-10 23:18:37 UTC
"1 Bed, 1 Bath, 620 sq ft $3,401","1 Bed, 1 Bath, 620 sq ft $3,401","1 Bed, 1 Bath, 620 sq ft $3,401",Unit 0534 at 33 8th at Trinity Place,,,2026-04-10 23:19:37 UTC
"434 Minna St, San Francisco, CA 94103","1 Bed $4,320","1 Bed $4,320",,,https://www.apartments.com/434-minna-st-san-francisco-ca-unit-si-fl14-id1432/7ttc6jw/,2026-04-10 23:19:43 UTC
"434 Minna St, San Francisco, CA 94103","Studio $2,980","Studio $2,980",,,https://www.apartments.com/434-minna-st-san-francisco-ca-unit-si-fl4-id1435/rd2frg0/,2026-04-10 23:19:48 UTC
"434 Minna St, San Francisco, CA 94103","Studio $3,020","Studio $3,020",,,https://www.apartments.com/434-minna-st-san-francisco-ca-unit-si-fl5-id1433/s0jnm95/,2026-04-10 23:19:54 UTC
"400 Clementina St, San Francisco, CA 94103","1 Bed $3,790","1 Bed $3,790",,,https://www.apartments.com/400-clementina-st-san-francisco-ca-unit-si-fl7-id1449/3cxxt5e/,2026-04-10 23:20:00 UTC
"1801 Wedemeyer St, San Francisco, CA 94129","1 Bed $4,390","1 Bed $4,390",,,https://www.apartments.com/1801-wedemeyer-st-san-francisco-ca-unit-si-fl4-id1457/370ephd/,2026-04-10 23:20:06 UTC
"1801 Wedemeyer St, San Francisco, CA 94129","1 Bed $3,620","1 Bed $3,620",,,https://www.apartments.com/1801-wedemeyer-st-san-francisco-ca-unit-si-fl2-id1456/zmgjnjx/,2026-04-10 23:20:12 UTC
"30 Otis St, San Francisco, CA 94103","Studio $3,580","Studio $3,580",,,https://www.apartments.com/30-otis-st-san-francisco-ca-unit-si-fl4-id1454/t1hrtk9/,2026-04-10 23:20:17 UTC
"100 Van Ness Ave Unit SI FL17-ID1476, San Francisco, CA 94102","1 Bed, 1 Bath, 646 sq ft $5,610","1 Bed, 1 Bath, 646 sq ft $5,610",,,https://www.apartments.com/100-van-ness-ave-san-francisco-ca-unit-si-fl17-id1476/jk773k6/,2026-04-10 23:20:23 UTC
"2255 Market St, San Francisco, CA 94114","Studio $2,400","Studio $2,400",,,https://www.apartments.com/2255-market-st-san-francisco-ca/8m4jlr0/,2026-04-10 23:34:06 UTC
"2903 Mission St, San Francisco, CA 94110","Studio $2,100","Studio $2,100",,,https://www.apartments.com/2903-mission-st-san-francisco-ca-unit-apt-1/ferp0kv/,2026-04-10 23:34:10 UTC
"Unit 07F at Spera 39 Tehama St, San Francisco, CA 94105","1 Bed, 1 Bath, 648 sq ft $5,387","1 Bed, 1 Bath, 648 sq ft $5,387",Unit 07F at Spera,,https://www.apartments.com/spera-san-francisco-ca/eqzek7p/#2ysp8bc-2-unit/,2026-04-10 23:34:13 UTC
"2255 Market St, San Francisco, CA 94114","Studio, 1 Bath, 350 sq ft $2,300","Studio, 1 Bath, 350 sq ft $2,300",,,https://www.apartments.com/2255-market-st-san-francisco-ca/ykmsrlt/,2026-04-10 23:34:19 UTC
"1038-1098 Larkin St, San Francisco, CA 94109","Studio $1,200","Studio $1,200",,,https://www.apartments.com/1038-1098-larkin-st-san-francisco-ca/72c340z/,2026-04-10 23:34:26 UTC
"1566 Newcomb Ave, San Francisco, CA 94124","3 Beds $4,490","3 Beds $4,490",,,https://www.apartments.com/1566-newcomb-ave-san-francisco-ca/fvjxg1t/,2026-04-10 23:34:32 UTC
"1408 Shafter Ave, San Francisco, CA 94124","1 Bed $2,800","1 Bed $2,800",,,https://www.apartments.com/1408-shafter-ave-san-francisco-ca-unit-1/5jgbt0q/,2026-04-10 23:34:38 UTC
"899 Pine St, San Francisco, CA 94108","1 Bed $6,750","1 Bed $6,750",,,https://www.apartments.com/899-pine-st-san-francisco-ca-unit-si-fl10-id1336274p/mnhlcpk/,2026-04-10 23:34:42 UTC
"185 Miriam St, Daly City, CA 94014","1 Bed $1,300","1 Bed $1,300",,,https://www.apartments.com/185-miriam-st-daly-city-ca/blldc1c/,2026-04-10 23:34:48 UTC
"756 Potrero Ave Unit Lower, San Francisco, CA 94110","1 Bed $2,300","1 Bed $2,300",,,https://www.apartments.com/756-potrero-ave-san-francisco-ca/5lg66zn/,2026-04-10 23:34:54 UTC
"2034 33rd Ave Unit 2bdr2bath spacious flat, San Francisco, CA 94116","2 Beds, 2 Baths, 1,200 sq ft $3,550","2 Beds, 2 Baths, 1,200 sq ft $3,550",,,https://www.apartments.com/2034-33rd-ave-san-francisco-ca-unit-2bdr2bath-spacious-flat/hb5vgf0/,2026-04-10 23:35:00 UTC
"257 Rome St, San Francisco, CA 94112","2 Beds, 1 Bath, 1,150 sq ft $3,900","2 Beds, 1 Bath, 1,150 sq ft $3,900",,,https://www.apartments.com/257-rome-st-san-francisco-ca/jclt107/,2026-04-10 23:35:06 UTC
"3637 18th St Unit Apt 2, SAN FRANCISCO, CA 94110","3 Beds, 2 Baths, 1,500 sq ft $9,900","3 Beds, 2 Baths, 1,500 sq ft $9,900",,,https://www.apartments.com/3637-18th-st-san-francisco-ca-unit-apt-2/h1fne91/,2026-04-10 23:35:11 UTC
